TYPE,PRICE,BATH,PROPERTYSQFT,ADMINISTRATIVE_AREA_LEVEL_2,SUBLOCALITY,LATITUDE,LONGITUDE
Condo for sale,16500000,4.0,4105,United States,New York County,40.7814599,-73.9806864
Townhouse for sale,695000,2.5,1793,United States,Richmond County,40.5763909,-74.1631382
Condo for sale,16500000,4.0,4105,United States,New York County,40.7814599,-73.9806864
Townhouse for sale,695000,2.5,1793,United States,Richmond County,40.5763909,-74.1631382
Multi-family home for sale,998000,3.0,1738,United States,Queens County,40.6898026,-73.836542
Multi-family home for sale,849000,5.0,2177,United States,Queens County,40.669692,-73.8003434
House for sale,520000,2.0,1701,United States,Kings County,40.6781418,-73.9250576
Condo for sale,485000,2.0,2172,New York,Brooklyn,40.6479766,-73.8936697
Co-op for sale,215000,1.0,1100,New York,Brooklyn,40.622324,-73.9695073
Multi-family home for sale,1288000,5.0,2640,United States,Richmond County,40.5294592,-74.1903024
Co-op for sale,270000,2.0,900,New York,Queens,40.7562792,-73.8758052
Co-op for sale,375000,2.0,1200,New York,The Bronx,40.8876529,-73.909649
Co-op for sale,565000,1.0,2188,New York,Brooklyn,40.6733809,-73.9732475
House for sale,5500000,6.0,9000,United States,Bronx County,40.8985084,-73.902753
House for sale,899000,2.5,2168,United States,Queens County,40.7646585,-73.780903
House for sale,699000,2.0,2350,United States,Kings County,40.6095856,-73.9253159
Condo for sale,27750000,8.0,8139,New York,New York,40.7474926,-74.0072666
House for sale,739000,1.0,1148,United States,Queens County,40.7386816,-73.7202723
Co-op for sale,300000,1.0,900,New York,Staten Island,40.6479387,-74.0852701
Condo for sale,10500000,3.0,2753,New York,New York,40.7075029,-74.011653
Co-op for sale,350000,1.0,825,New York,Brooklyn,40.711175,-73.957086
Pending,5895000,5.0,6312,United States,Kings County,40.7185648,-73.9422548
Multi-family home for sale,1488000,2.0,2203,United States,Kings County,40.624169,-74.010925
House for sale,924900,2.0,1404,United States,Kings County,40.6094348,-73.9777343
Foreclosure,560000,2.0,2318,United States,Bronx County,40.8056419,-73.9229736
Multi-family home for sale,1998000,8.0,5100,United States,Kings County,40.5745179,-74.0068304
House for sale,999000,2.0,2181,United States,Queens County,40.7365353,-73.7913358
Condo for sale,699000,2.0,833,New York,Queens,40.7873388,-73.7794685
Co-op for sale,369000,1.0,1470,New York,Queens,40.5756358,-73.8423199
Condo for sale,758000,2.0,1278,United States,Queens County,40.7928823,-73.8449212
Condo for sale,728000,2.0,1890,United States,Richmond County,40.55065,-74.193355
House for sale,1298000,2.0,2046,United States,Queens County,40.7239521,-73.8747783
Co-op for sale,1095000,4.0,2500,United States,Queens County,40.7564761,-73.7212008
Condo for sale,434900,2.0,1286,New York,Staten Island,40.6085756,-74.1610387
Co-op for sale,375000,2.0,1350,New York,The Bronx,40.8938465,-73.9091368
Multi-family home for sale,1375000,8.0,6000,United States,Bronx County,40.8485623,-73.8574586
Townhouse for sale,4680000,4.0,2400,United States,New York County,40.7489947,-73.9783819
Co-op for sale,549000,2.0,1200,New York,Queens,40.724514,-73.8458441
House for sale,950000,2.0,1520,United States,Queens County,40.7157274,-73.8563447
Condo for sale,388000,1.0,2168,New York,New York,40.7162732,-73.9849864
Townhouse for sale,5600000,6.0,4917,United States,New York County,40.7375348,-73.9872447
Multi-family home for sale,1600000,6.0,3472,United States,Queens County,40.7189686,-73.8626041
Townhouse for sale,6995000,2.5,3912,United States,New York County,40.7732125,-73.9564279
Pending,529900,1.0,630,New York,Brooklyn,40.6985714,-73.9881911
Pending,999000,2.0,2163,United States,Queens County,40.7227469,-73.8941061
Condo for sale,575000,2.0,2196,New York,Queens,40.7373082,-73.878333
Pending,659900,4.0,2183,New York,Queens,40.7855084,-73.7762312
Multi-family home for sale,1188000,2.0,2240,United States,Kings County,40.6085532,-73.998257
House for sale,210000,2.5,1840,United States,Kings County,40.664748,-73.884184
Co-op for sale,298000,2.0,1100,New York,The Bronx,40.8363242,-73.8654755
Pending,1075000,2.0,955,New York,New York,40.8061576,-73.9550949
Pending,1695000,2.0,1572,New York,Brooklyn,40.6750114,-73.9554645
Condo for sale,3795000,2.0,1887,United States,Kings County,40.702988,-73.9907803
Condo for sale,550000,2.0,2201,New York,Queens,40.7135475,-73.895855
Co-op for sale,775000,1.0,2163,New York,New York,40.7313539,-74.0050572
House for sale,650000,1.0,1152,United States,Richmond County,40.5663057,-74.1529549
Co-op for sale,410000,1.0,2194,New York,Brooklyn,40.6249201,-74.0404698
Multi-family home for sale,1650000,5.0,4320,United States,Kings County,40.5906586,-73.9818321
Pending,1600000,2.0,1100,New York,New York,40.7448219,-73.9944632
Co-op for sale,325000,1.0,2169,New York,Queens,40.7280894,-73.8494828
House for sale,700000,2.0,1620,United States,Bronx County,40.8844018,-73.9028342
House for sale,930000,2.0,2183,United States,Queens County,40.7555333,-73.9016851
Condo for sale,379000,2.0,704,New York,The Bronx,40.845063,-73.783581
Co-op for sale,568888,2.0,1100,United States,Queens County,40.7322223,-73.8588845
Foreclosure,899900,3.0,2550,United States,Richmond County,40.5499354,-74.1709931
Condo for sale,799999,2.0,1200,New York,Queens,40.7859137,-73.7868778
Foreclosure,750000,3.0,3098,United States,Richmond County,40.5758238,-74.1227343
House for sale,669999,2.0,1196,United States,Richmond County,40.5598117,-74.1585168
Co-op for sale,299000,1.0,2167,New York,Brooklyn,40.5987787,-73.9350489
House for sale,548800,4.0,1440,United States,Richmond County,40.6409456,-74.0859933
Townhouse for sale,28500000,9.0,12300,United States,New York County,40.7699341,-73.9675072
Co-op for sale,259000,1.0,2163,New York,Queens,40.7041499,-73.83371
Co-op for sale,425000,1.0,2192,New York,Queens,40.7226099,-73.8495
Co-op for sale,185000,1.0,600,New York,New York,40.833945,-73.9432359
House for sale,1688888,3.0,2364,United States,Queens County,40.7773521,-73.7464296
Co-op for sale,259000,1.0,2189,New York,Queens,40.7041499,-73.83371
House for sale,1688888,3.0,2364,United States,Queens County,40.7773521,-73.7464296
Multi-family home for sale,689000,3.0,2197,United States,Bronx County,40.8681745,-73.8897652
Co-op for sale,419000,1.0,2202,New York,Queens,40.7312799,-73.8192399
House for sale,1199000,2.0,2174,United States,Kings County,40.5783044,-73.9471644
House for sale,899000,4.0,2208,United States,Richmond County,40.5955552,-74.1677939
House for sale,899000,1.0,1130,New York,New York,40.7604194,-73.9968086
Co-op for sale,219000,1.0,2187,New York,Queens,40.6999899,-73.8539
Co-op for sale,120000,1.0,600,New York,The Bronx,40.8683656,-73.8832093
Co-op for sale,229000,1.0,950,New York,The Bronx,40.8995193,-73.8623678
Pending,1199000,4.0,2182,United States,Queens County,40.7090268,-73.8335998
Condo for sale,50000000,6.0,6569,New York,New York,40.7266327,-74.0088321
House for sale,550000,2.0,2204,United States,Queens County,40.6628113,-73.8453503
Pending,499000,1.0,1176,United States,Richmond County,40.6265387,-74.1263932
Multi-family home for sale,800000,3.0,2202,United States,Bronx County,40.8909806,-73.8528183
Townhouse for sale,29950000,13.0,8750,United States,New York County,40.7322213,-73.9986277
House for sale,674999,2.0,1440,United States,Richmond County,40.5394128,-74.2228391
Townhouse for sale,14000000,2.5,7200,United States,Kings County,40.6958593,-73.9925234
House for sale,1228000,2.0,950,United States,Queens County,40.7739766,-73.8070988
Co-op for sale,369888,2.0,2177,New York,Queens,40.726843,-73.85458
Co-op for sale,500000,2.0,2163,New York,New York,40.7616461,-73.9701294
Multi-family home for sale,499000,3.0,2184,United States,Queens County,40.713904,-73.754948
Multi-family home for sale,899975,3.0,1952,United States,Bronx County,40.8906352,-73.853094
House for sale,1474000,2.0,2050,United States,Queens County,40.7114417,-73.8490778
House for sale,2750000,5.0,6300,United States,Richmond County,40.5462525,-74.1481727
House for sale,3999000,2.5,3428,United States,Kings County,40.6201406,-74.014486
House for sale,1288000,2.0,1700,United States,Queens County,40.7248068,-73.7953763
House for sale,989000,4.0,2400,United States,Richmond County,40.5657552,-74.1051158
Contingent,1999999,4.0,4803,United States,Richmond County,40.5268622,-74.189752
Townhouse for sale,5990000,4.0,3750,United States,New York County,40.7363228,-74.0064402
Co-op for sale,785000,1.0,2181,New York,New York,40.7473555,-73.9813841
Co-op for sale,750000,2.0,1750,New York,New York,40.8368955,-73.9465033
Multi-family home for sale,2295000,7.0,2173,United States,Kings County,40.5757955,-74.009975
House for sale,8950000,2.0,2570,United States,Kings County,40.6990407,-73.9929045
Multi-family home for sale,1348888,4.0,2450,United States,Richmond County,40.5430335,-74.182131
Co-op for sale,185000,1.0,2163,New York,Brooklyn,40.684563,-73.914482
House for sale,499000,2.0,1350,United States,Bronx County,40.8978428,-73.8633611
Multi-family home for sale,999999,3.0,1980,United States,Kings County,40.620076,-74.0306109
Townhouse for sale,4995000,2.0,2000,United States,New York County,40.7319679,-74.0043858
Pending,700000,1.0,2179,United States,New York County,40.7235651,-73.9781799
House for sale,1180000,4.0,1820,United States,Queens County,40.7668584,-73.7375575
Co-op for sale,250000,1.0,950,New York,Brooklyn,40.5875717,-73.9712821
Condo for sale,109500,1.0,550,New York,Staten Island,40.6202645,-74.1099106
House for sale,995000,2.0,1987,United States,Richmond County,40.6293682,-74.0870368
Multi-family home for sale,1499000,2.0,3144,United States,Kings County,40.629498,-74.02725
Co-op for sale,279000,1.0,550,New York,New York,40.8712698,-73.9178529
House for sale,235000,2.0,2164,United States,Queens County,40.6797652,-73.8091668
Co-op for sale,17900000,4.0,2189,New York,New York,40.7713789,-73.9798579
House for sale,859000,2.0,950,United States,Queens County,40.7746518,-73.81583
House for sale,1999000,4.0,2000,United States,Queens County,40.7518706,-73.8922741
Multi-family home for sale,1458888,2.5,2988,United States,Queens County,40.718209,-73.775417
House for sale,1100000,3.0,1400,United States,Kings County,40.6231568,-74.0148411
Multi-family home for sale,868000,4.0,2024,United States,Richmond County,40.5963657,-74.0997473
House for sale,999000,2.0,2164,United States,Queens County,40.7562931,-73.7849475
Multi-family home for sale,1590000,6.0,2206,11417,New York,40.6729954,-73.8373187
House for sale,594900,2.0,1355,United States,Queens County,40.6824809,-73.7279494
House for sale,799000,2.0,2167,United States,Kings County,40.6146692,-73.9515915
Multi-family home for sale,985000,5.0,2171,United States,Queens County,40.6615069,-73.7581972
House for sale,685000,2.0,2625,United States,Queens County,40.6946313,-73.7540488
Contingent,479888,2.0,1188,United States,Richmond County,40.549099,-74.2148258
Condo for sale,355000,1.0,514,New York,Brooklyn,40.6660348,-73.9612418
Co-op for sale,260000,1.0,2174,New York,New York,40.8196151,-73.9532441
Pending,2500000,2.5,2169,United States,Kings County,40.5938803,-73.9743763
Co-op for sale,220000,1.0,2183,New York,Queens,40.725937,-73.8572908
Co-op for sale,489000,2.0,1549,New York,Queens,40.7577991,-73.7159564
Multi-family home for sale,1288000,2.0,2375,United States,Kings County,40.6042803,-74.0030547
Condo for sale,200000,3.0,1260,United States,New York County,40.7613979,-73.9746128
Condo for sale,2245000,3.0,1724,New York,New York,40.7779756,-73.9551546
House for sale,899000,2.0,2206,United States,Queens County,40.6511946,-73.8405509
Townhouse for sale,575000,2.0,1330,United States,Kings County,40.6683511,-73.8757315
House for sale,588888,2.0,1640,United States,Richmond County,40.5986261,-74.1817717
Multi-family home for sale,650000,2.5,2168,United States,Bronx County,40.8719262,-73.8423808
Multi-family home for sale,1599999,2.5,4073,United States,Bronx County,40.813524,-73.802218
Townhouse for sale,10000000,2.5,5660,United States,New York County,40.791801,-73.9665998
Contingent,795000,3.0,1860,United States,Richmond County,40.5763544,-74.1099794
House for sale,690000,2.0,1325,United States,Kings County,40.6173476,-73.9131449
House for sale,1249949,4.0,2720,United States,Richmond County,40.5107045,-74.2389945
House for sale,2088000,4.0,2394,United States,Queens County,40.7803566,-73.771297
Condo for sale,699000,2.0,1766,New York,Queens,40.5771307,-73.8443159
Co-op for sale,119000,1.0,650,New York,The Bronx,40.8522378,-73.8655788
Condo for sale,410000,2.0,2192,New York,Queens,40.6668174,-73.8499468
Co-op for sale,309900,1.0,900,New York,The Bronx,40.8901764,-73.9146261
Condo for sale,435000,2.0,1034,United States,Bronx County,40.8690609,-73.835715
Co-op for sale,325000,1.0,622,New York,New York,40.8192151,-73.9544658
Multi-family home for sale,1195000,8.0,2199,United States,Kings County,40.6502185,-74.0063562
House for sale,868000,2.0,2180,United States,Queens County,40.7158631,-73.8843791
Multi-family home for sale,1770000,4.0,2164,United States,Queens County,40.7885034,-73.8393008
Multi-family home for sale,899000,3.0,1480,United States,Queens County,40.7253273,-73.8900898
House for sale,818000,3.0,2204,United States,Queens County,40.7396171,-73.8267571
House for sale,409000,2.0,2189,United States,Queens County,40.726173,-73.8202303
Pending,679000,2.0,1474,New York,Brooklyn,40.574905,-74.0036857
Co-op for sale,259000,1.0,2207,New York,Queens,40.7199582,-73.8357232
House for sale,850000,3.0,2280,New York,Brooklyn,40.6681319,-73.9948468
Townhouse for sale,8750000,6.0,6000,United States,Kings County,40.6282935,-74.0379695
House for sale,495000,2.0,953,United States,Richmond County,40.6233738,-74.1599502
Co-op for sale,1075000,2.0,1800,New York,Queens,40.7487647,-73.8834851
House for sale,1950000,4.0,4000,New York,The Bronx,40.9057349,-73.9111699
House for sale,6800000,2.5,5130,10304,New York,40.5956171,-74.1144559
Condo for sale,8995000,4.0,4373,New York,New York,40.7620381,-73.9808958
House for sale,1788888,4.0,2167,United States,Queens County,40.7892182,-73.7997874
Condo for sale,2150000,1.0,750,New York,New York,40.7696597,-73.962084
Co-op for sale,109000,1.0,2181,New York,The Bronx,40.8768714,-73.8742644
House for sale,545000,3.0,1344,United States,Richmond County,40.5804254,-74.1110462
Co-op for sale,307000,1.0,960,New York,The Bronx,40.8802558,-73.9168342
Townhouse for sale,650000,2.0,1912,United States,Bronx County,40.8697126,-73.8565137
Multi-family home for sale,4380000,16.0,15000,United States,Kings County,40.599715,-73.995694
Multi-family home for sale,949999,3.0,1740,United States,Queens County,40.6778227,-73.8350282
Co-op for sale,675000,2.0,1200,New York,Brooklyn,40.6168668,-74.0380928
House for sale,199000,1.0,900,United States,Richmond County,40.6281757,-74.1797234
Co-op for sale,368000,2.0,2177,New York,Queens,40.784673,-73.775263
Condo for sale,374900,1.0,782,New York,The Bronx,40.8778771,-73.9188767
Co-op for sale,365000,1.0,2199,New York,Queens,40.7493341,-73.8834178
Townhouse for sale,25500000,2.5,2201,United States,New York County,40.7361176,-74.0064866
House for sale,825000,2.0,2166,United States,Queens County,40.7291225,-73.8672746
House for sale,799500,2.0,2250,United States,Richmond County,40.5017889,-74.2393231
House for sale,779000,2.0,2200,United States,Kings County,40.6134102,-73.927727
Multi-family home for sale,1880000,2.0,3240,United States,Kings County,40.6327207,-74.0236917
Co-op for sale,480000,2.0,2171,New York,The Bronx,40.8890266,-73.9131785
House for sale,820000,3.0,2162,United States,Queens County,40.7154424,-73.8098159
Co-op for sale,385000,1.0,800,New York,Queens,40.7865407,-73.8018825
House for sale,709999,2.0,2194,United States,Queens County,40.6736664,-73.7504403
